state,fips_code,county,county seat,latitude,longitude,longitude_abs,population,land area,water area,total area
Iowa,19089,Howard,Cresco,+43.365313°,–92.321908°,92.321908°,"9,566","1,225.71",0.928,"1,226.63"
Iowa,19091,Humboldt,Dakota City,+42.782221°,–94.202775°,94.202775°,"9,815","1,124.97",3.406,"1,128.37"
Iowa,19093,Ida,Ida Grove,+42.391860°,–95.507421°,95.507421°,"7,089","1,117.60",1.406,"1,119.01"
Iowa,19095,Iowa,Marengo,+41.683918°,–92.059123°,92.059123°,"16,355","1,518.92",2.687,"1,521.60"
Iowa,19097,Jackson,Maquoketa,+42.164281°,–90.574597°,90.574597°,"19,848","1,647.33",35.142,"1,682.47"
Iowa,19099,Jasper,Newton,+41.685686°,–93.052971°,93.052971°,"36,842","1,891.78",6.566,"1,898.35"
Iowa,19101,Jefferson,Fairfield,+41.006880°,–91.967137°,91.967137°,"16,843","1,127.97",3.538,"1,131.50"
Iowa,19103,Johnson,Iowa City,+41.668737°,–91.588812°,91.588812°,"130,882","1,590.36",23.595,"1,613.95"
Iowa,19105,Jones,Anamosa,+42.125118°,–91.116914°,91.116914°,"20,638","1,490.85",3.583,"1,494.43"
Iowa,19107,Keokuk,Sigourney,+41.331182°,–92.167721°,92.167721°,"10,511","1,500.07",1.929,"1,502.00"
Iowa,19109,Kossuth,Algona,+43.212478°,–94.213983°,94.213983°,"15,543","2,519.33",4.155,"2,523.49"
Iowa,19111,Lee,"Fort Madison, Keokuk",+40.647588°,–91.477157°,91.477157°,"35,862","1,340.37",55.294,"1,395.66"
Iowa,19113,Linn,Cedar Rapids,+42.077951°,–91.597674°,91.597674°,"211,226","1,856.71",19.749,"1,876.46"
Iowa,19115,Louisa,Wapello,+41.218211°,–91.256994°,91.256994°,"11,387","1,040.57",40.798,"1,081.37"
Iowa,19117,Lucas,Chariton,+41.033344°,–93.331467°,93.331467°,"8,898","1,115.23",9.853,"1,125.08"
Iowa,19119,Lyon,Rock Rapids,+43.383580°,–96.207201°,96.207201°,"11,581","1,522.01",0.334,"1,522.34"
Iowa,19121,Madison,Winterset,+41.330622°,–94.015184°,94.015184°,"15,679","1,453.00",2.984,"1,455.98"
Iowa,19123,Mahaska,Oskaloosa,+41.330797°,–92.636366°,92.636366°,"22,381","1,478.53",6.565,"1,485.09"
Iowa,19125,Marion,Knoxville,+41.331455°,–93.093849°,93.093849°,"33,309","1,436.24",41.375,"1,477.61"
Iowa,19127,Marshall,Marshalltown,+42.041691°,–92.981452°,92.981452°,"40,648","1,482.77",1.803,"1,484.57"
Iowa,19129,Mills,Glenwood,+41.033703°,–95.619101°,95.619101°,"15,059","1,132.96",8.307,"1,141.26"
Iowa,19131,Mitchell,Osage,+43.348564°,–92.784466°,92.784466°,"10,776","1,215.05",1.118,"1,216.17"
Iowa,19133,Monona,Onawa,+42.049432°,–95.956566°,95.956566°,"9,243","1,797.64",12.592,"1,810.23"
Iowa,19135,Monroe,Albia,+41.028847°,–92.869642°,92.869642°,"7,970","1,123.32",1.523,"1,124.84"
Iowa,19137,Montgomery,Red Oak,+41.021735°,–95.157790°,95.157790°,"10,740","1,098.41",2.41,"1,100.82"
Iowa,19139,Muscatine,Muscatine,+41.483776°,–91.118699°,91.118699°,"42,745","1,133.04",30.199,"1,163.24"
Iowa,19141,O'Brien,Primghar,+43.083746°,–95.625624°,95.625624°,"14,398","1,484.15",0.447,"1,484.60"
Iowa,19143,Osceola,Sibley,+43.378542°,–95.633788°,95.633788°,"6,462","1,032.59",1.835,"1,034.42"
Iowa,19145,Page,Clarinda,+40.739090°,–95.144290°,95.144290°,"15,932","1,385.49",1.359,"1,386.85"
Iowa,19147,Palo Alto,Emmetsburg,+43.075854°,–94.667297°,94.667297°,"9,421","1,460.35",14.48,"1,474.83"
Iowa,19149,Plymouth,Le Mars,+42.737585°,–96.215864°,96.215864°,"24,986","2,234.88",2.177,"2,237.06"
Iowa,19151,Pocahontas,Pocahontas,+42.734033°,–94.678279°,94.678279°,"7,310","1,495.05",3.667,"1,498.71"
Iowa,19153,Polk,Des Moines,+41.684281°,–93.569720°,93.569720°,"430,640","1,486.12",45.946,"1,532.07"
Iowa,19155,Pottawattamie,Council Bluffs,+41.340184°,–95.544905°,95.544905°,"93,158","2,461.21",22.926,"2,484.14"
Iowa,19157,Poweshiek,Montezuma,+41.684526°,–92.522882°,92.522882°,"18,914","1,514.97",2.939,"1,517.91"
Iowa,19159,Ringgold,Mount Ayr,+40.735334°,–94.244251°,94.244251°,"5,131","1,386.93",8.722,"1,395.66"
Iowa,19161,Sac,Sac City,+42.387526°,–95.105224°,95.105224°,"10,350","1,489.27",8.597,"1,497.87"
Iowa,19163,Scott,Davenport,+41.641679°,–90.622290°,90.622290°,"165,224","1,186.44",26.216,"1,212.66"
Iowa,19165,Shelby,Harlan,+41.679014°,–95.308917°,95.308917°,"12,167","1,530.11",1.486,"1,531.60"
Iowa,19167,Sioux,Orange City,+43.082854°,–96.177929°,96.177929°,"33,704","1,989.97",1.707,"1,991.68"
Iowa,19169,Story,Nevada,+42.037538°,–93.466093°,93.466093°,"89,542","1,483.59",2.152,"1,485.75"
Iowa,19171,Tama,Toledo,+42.074848°,–92.529412°,92.529412°,"17,767","1,867.41",2.769,"1,870.18"
Iowa,19173,Taylor,Bedford,+40.737949°,–94.697108°,94.697108°,"6,317","1,377.62",7.134,"1,384.75"
Iowa,19175,Union,Creston,+41.028550°,–94.245091°,94.245091°,"12,534","1,097.24",5.576,"1,102.81"
Iowa,19177,Van Buren,Keosauqua,+40.754117°,–91.952943°,91.952943°,"7,570","1,255.60",14.84,"1,270.44"
Iowa,19179,Wapello,Ottumwa,+41.031263°,–92.409482°,92.409482°,"35,625","1,118.44",10.846,"1,129.29"
Iowa,19181,Warren,Indianola,+41.336769°,–93.564366°,93.564366°,"46,225","1,475.85",9.125,"1,484.97"
Iowa,19183,Washington,Washington,+41.329401°,–91.725052°,91.725052°,"21,704","1,473.28",5.4,"1,478.68"
Iowa,19185,Wayne,Corydon,+40.739983°,–93.332613°,93.332613°,"6,403","1,360.88",4.441,"1,365.32"
Iowa,19187,Webster,Fort Dodge,+42.434397°,–94.179157°,94.179157°,"38,013","1,853.44",7.278,"1,860.72"
Iowa,19189,Winnebago,Forest City,+43.378124°,–93.743488°,93.743488°,"10,866","1,037.26",3.182,"1,040.44"
Iowa,19191,Winneshiek,Decorah,+43.292989°,–91.850788°,91.850788°,"21,056","1,786.75",0.699,"1,787.45"
Iowa,19193,Woodbury,Sioux City,+42.393220°,–96.053296°,96.053296°,"102,172","2,260.63",12.793,"2,273.42"
Iowa,19195,Worth,Northwood,+43.373491°,–93.248533°,93.248533°,"7,598","1,036.32",4.709,"1,041.02"
Iowa,19197,Wright,Clarion,+42.733007°,–93.734735°,93.734735°,"13,229","1,503.29",4.704,"1,507.99"
Kansas,20001,Allen,Iola,+37.884229°,–95.300945°,95.300945°,"13,371","1,295.78",13.007,"1,308.79"
Kansas,20003,Anderson,Garnett,+38.215114°,–95.292046°,95.292046°,"8,102","1,501.28",10.587,"1,511.86"
Kansas,20005,Atchison,Atchison,+39.532544°,–95.313398°,95.313398°,"16,924","1,116.73",6.858,"1,123.59"
Kansas,20007,Barber,Medicine Lodge,+37.222906°,–98.685052°,98.685052°,"4,861","2,937.24",5.42,"2,942.66"
Kansas,20009,Barton,Great Bend,+38.481239°,–98.767837°,98.767837°,"27,674","2,319.08",13.557,"2,332.63"
Kansas,20011,Bourbon,Fort Scott,+37.856100°,–94.850928°,94.850928°,"15,173","1,645.86",9.378,"1,655.24"
Kansas,20013,Brown,Hiawatha,+39.825931°,–95.569905°,95.569905°,"9,984","1,478.55",3.196,"1,481.75"
Kansas,20015,Butler,El Dorado,+37.773681°,–96.838762°,96.838762°,"65,880","3,703.33",43.16,"3,746.49"
Kansas,20017,Chase,Cottonwood Falls,+38.298553°,–96.594064°,96.594064°,"2,790","2,002.22",12.088,"2,014.31"
Kansas,20019,Chautauqua,Sedan,+37.154259°,–96.245396°,96.245396°,"3,669","1,654.69",15.244,"1,669.94"
Kansas,20021,Cherokee,Columbus,+37.169392°,–94.845698°,94.845698°,"21,603","1,521.79",8.949,"1,530.74"
Kansas,20023,Cheyenne,St. Francis,+39.789256°,–101.727302°,101.727302°,"2,726","2,641.50",2.738,"2,644.23"
Kansas,20025,Clark,Ashland,+37.233831°,–99.813869°,99.813869°,"2,215","2,524.29",6.605,"2,530.89"
Kansas,20027,Clay,Clay Center,+39.344964°,–97.168853°,97.168853°,"8,535","1,671.32",26.674,"1,698.00"
Kansas,20029,Cloud,Concordia,+39.487329°,–97.641390°,97.641390°,"9,533","1,852.73",6.86,"1,859.59"
Kansas,20031,Coffey,Burlington,+38.236450°,–95.729137°,95.729137°,"8,601","1,623.78",70.311,"1,694.10"
Kansas,20033,Comanche,Coldwater,+37.189071°,–99.254089°,99.254089°,"1,891","2,041.68",3.604,"2,045.29"
Kansas,20035,Cowley,Winfield,+37.234507°,–96.837247°,96.837247°,"36,311","2,915.68",17.291,"2,932.97"
Kansas,20037,Crawford,Girard,+37.505628°,–94.853941°,94.853941°,"39,134","1,527.46",13.611,"1,541.07"
Kansas,20039,Decatur,Oberlin,+39.783542°,–100.459708°,100.459708°,"2,961","2,314.20",1.632,"2,315.83"
Kansas,20041,Dickinson,Abilene,+38.867735°,–97.157943°,97.157943°,"19,754","2,193.91",12.635,"2,206.54"
Kansas,20043,Doniphan,Troy,+39.788502°,–95.147225°,95.147225°,"7,945","1,018.92",12.615,"1,031.53"
Kansas,20045,Douglas,Lawrence,+38.896573°,–95.290529°,95.290529°,"110,826","1,180.70",48.603,"1,229.30"
Kansas,20047,Edwards,Kinsley,+37.883595°,–99.304746°,99.304746°,"3,037","1,610.70",0.209,"1,610.91"
Kansas,20049,Elk,Howard,+37.456026°,–96.244642°,96.244642°,"2,882","1,668.64",16.061,"1,684.70"
Kansas,20051,Ellis,Hays,+38.914596°,–99.317329°,99.317329°,"28,452","2,330.76",1.197,"2,331.96"
Kansas,20053,Ellsworth,Ellsworth,+38.700845°,–98.205355°,98.205355°,"6,497","1,854.04",19.27,"1,873.31"
Kansas,20055,Finney,Garden City,+38.049855°,–100.739929°,100.739929°,"36,776","3,372.08",1.826,"3,373.91"
Kansas,20057,Ford,Dodge City,+37.688365°,–99.884734°,99.884734°,"33,848","2,844.51",2.097,"2,846.61"
Kansas,20059,Franklin,Ottawa,+38.558019°,–95.278962°,95.278962°,"25,992","1,480.84",13.936,"1,494.78"
Kansas,20061,Geary,Junction City,+39.002155°,–96.768038°,96.768038°,"34,362",996.157,51.455,"1,047.61"
Kansas,20063,Gove,Gove City,+38.917239°,–100.487360°,100.487360°,"2,695","2,775.60",0.245,"2,775.84"
Kansas,20065,Graham,Hill City,+39.349445°,–99.880952°,99.880952°,"2,597","2,327.16",0.599,"2,327.76"
Kansas,20067,Grant,Ulysses,+37.547537°,–101.299362°,101.299362°,"7,829","1,488.73",0.892,"1,489.62"
Kansas,20069,Gray,Cimarron,+37.744513°,–100.451716°,100.451716°,"6,006","2,250.36",1.113,"2,251.47"
Kansas,20071,Greeley,Tribune,+38.480408°,–101.805984°,101.805984°,"1,247","2,016.18",-,"2,016.18"
Kansas,20073,Greenwood,Eureka,+37.878659°,–96.242232°,96.242232°,"6,689","2,961.13",24.156,"2,985.29"
Kansas,20075,Hamilton,Syracuse,+37.995244°,–101.793689°,101.793689°,"2,690","2,580.94",2.905,"2,583.85"
Kansas,20077,Harper,Anthony,+37.188184°,–98.066590°,98.066590°,"6,034","2,075.28",3.913,"2,079.19"
Kansas,20079,Harvey,Newton,+38.050144°,–97.436707°,97.436707°,"34,684","1,397.96",2.508,"1,400.47"
Kansas,20081,Haskell,Sublette,+37.558550°,–100.876869°,100.876869°,"4,256","1,495.77",0.91,"1,496.68"
Kansas,20083,Hodgeman,Jetmore,+38.087493°,–99.898407°,99.898407°,"1,916","2,227.37",0.826,"2,228.20"
Kansas,20085,Jackson,Holton,+39.410989°,–95.794509°,95.794509°,"13,462","1,699.59",4.666,"1,704.26"
Kansas,20087,Jefferson,Oskaloosa,+39.239644°,–95.375314°,95.375314°,"19,126","1,379.36",62.427,"1,441.79"
Kansas,20089,Jewell,Mankato,+39.777010°,–98.222584°,98.222584°,"3,077","2,356.32",11.86,"2,368.18"
Kansas,20091,Johnson,Olathe,+38.883907°,–94.822330°,94.822330°,"544,179","1,226.03",16.891,"1,242.93"
Kansas,20093,Kearny,Lakin,+37.994461°,–101.308136°,101.308136°,"3,977","2,254.70",1.134,"2,255.83"
Kansas,20095,Kingman,Kingman,+37.552951°,–98.144529°,98.144529°,"7,858","2,236.10",8.536,"2,244.64"
Kansas,20097,Kiowa,Greensburg,+37.561231°,–99.286539°,99.286539°,"2,553","1,871.63",0.597,"1,872.22"
Kansas,20099,Labette,Oswego,+37.191468°,–95.297473°,95.297473°,"21,607","1,671.31",20.261,"1,691.57"
Kansas,20101,Lane,Dighton,+38.481286°,–100.466185°,100.466185°,"1,750","1,858.20",0.551,"1,858.75"
Kansas,20103,Leavenworth,Leavenworth,+39.189511°,–95.038977°,95.038977°,"76,227","1,198.73",15.906,"1,214.63"
Kansas,20105,Lincoln,Lincoln Center,+39.047276°,–98.214265°,98.214265°,"3,241","1,863.23",2.748,"1,865.98"
Kansas,20107,Linn,Mound City,+38.216549°,–94.844932°,94.844932°,"9,656","1,538.61",31.951,"1,570.56"
Kansas,20109,Logan,Oakley,+38.913270°,–101.157407°,101.157407°,"2,756","2,779.04",0.275,"2,779.32"
Kansas,20111,Lyon,Emporia,+38.455498°,–96.161589°,96.161589°,"33,690","2,194.95",20.572,"2,215.52"
Kansas,20113,McPherson,Marion,+38.395812°,–97.647489°,97.647489°,"29,180","2,326.52",6.03,"2,332.55"
Kansas,20115,Marion,Marysville,+38.359647°,–97.102771°,97.102771°,"12,660","2,445.70",24.449,"2,470.15"
Kansas,20117,Marshall,McPherson,+39.782709°,–96.521243°,96.521243°,"10,117","2,331.46",12.754,"2,344.22"
Kansas,20119,Meade,Meade,+37.243886°,–100.360094°,100.360094°,"4,575","2,533.24",3.258,"2,536.49"
Kansas,20121,Miami,Paola,+38.566772°,–94.832963°,94.832963°,"32,787","1,490.96",37.8,"1,528.76"
Kansas,20123,Mitchell,Beloit,+39.393026°,–98.207362°,98.207362°,"6,373","1,817.63",44.98,"1,862.61"
Kansas,20125,Montgomery,Independence,+37.189537°,–95.742403°,95.742403°,"35,471","1,666.73",20.602,"1,687.33"
Kansas,20127,Morris,Council Grove,+38.687696°,–96.644905°,96.644905°,"5,923","1,800.76",19.711,"1,820.48"
Kansas,20129,Morton,Elkhart,+37.185250°,–101.809516°,101.809516°,"3,233","1,889.99",0.508,"1,890.50"
Kansas,20131,Nemaha,Seneca,+39.791043°,–96.005381°,96.005381°,"10,178","1,858.13",5.208,"1,863.33"
Kansas,20133,Neosho,Erie,+37.564283°,–95.315683°,95.315683°,"16,512","1,480.11",16.374,"1,496.48"
Kansas,20135,Ness,Ness City,+38.480437°,–99.908745°,99.908745°,"3,107","2,783.59",0.667,"2,784.26"
Kansas,20137,Norton,Norton,+39.783867°,–99.899235°,99.899235°,"5,671","2,274.36",8.195,"2,282.55"
Kansas,20139,Osage,Lyndon,+38.649706°,–95.727275°,95.727275°,"16,295","1,827.28",37.107,"1,864.39"
Kansas,20141,Osborne,Osborne,+39.348649°,–98.767876°,98.767876°,"3,858","2,311.57",4.806,"2,316.38"
Kansas,20143,Ottawa,Minneapolis,+39.137963°,–97.654803°,97.654803°,"6,091","1,866.69",1.561,"1,868.25"
Kansas,20145,Pawnee,Larned,+38.182873°,–99.232154°,99.232154°,"6,973","1,953.53",0.992,"1,954.52"
Kansas,20147,Phillips,Phillipsburg,+39.784506°,–99.342150°,99.342150°,"5,642","2,294.41",22.493,"2,316.90"
Kansas,20149,Pottawatomie,Westmoreland,+39.382187°,–96.337113°,96.337113°,"21,604","2,178.24",54.103,"2,232.34"
Kansas,20151,Pratt,Pratt,+37.647594°,–98.740120°,98.740120°,"9,656","1,903.76",1.754,"1,905.51"
Kansas,20153,Rawlins,Atwood,+39.786198°,–101.076738°,101.076738°,"2,519","2,769.78",0.416,"2,770.19"
Kansas,20155,Reno,Hutchinson,+37.948185°,–98.078346°,98.078346°,"64,511","3,251.33",43.417,"3,294.75"
Kansas,20157,Republic,Belleville,+39.828910°,–97.650921°,97.650921°,"4,980","1,857.98",7.967,"1,865.95"
Kansas,20159,Rice,Lyons,+38.347178°,–98.201415°,98.201415°,"10,083","1,880.95",4.47,"1,885.42"
Kansas,20161,Riley,Manhattan,+39.291211°,–96.727489°,96.727489°,"71,115","1,579.30",31.558,"1,610.86"
Kansas,20163,Rooks,Stockton,+39.346006°,–99.324492°,99.324492°,"5,181","2,306.47",11.962,"2,318.43"
Kansas,20165,Rush,La Crosse,+38.523592°,–99.309183°,99.309183°,"3,307","1,859.00",0.545,"1,859.54"
Kansas,20167,Russell,Russell,+38.916839°,–98.765638°,98.765638°,"6,970","2,295.40",34.127,"2,329.53"
Kansas,20169,Saline,Salina,+38.786327°,–97.650153°,97.650153°,"55,606","1,865.37",2.81,"1,868.18"
Kansas,20171,Scott,Scott City,+38.481877°,–100.906360°,100.906360°,"4,936","1,858.43",0.306,"1,858.74"
Kansas,20173,Sedgwick,Wichita,+37.683807°,–97.459451°,97.459451°,"498,365","2,583.54",30.067,"2,613.61"
Kansas,20175,Seward,Liberal,+37.180585°,–100.854741°,100.854741°,"22,952","1,656.29",2.563,"1,658.85"
Kansas,20177,Shawnee,Topeka,+39.041805°,–95.755664°,95.755664°,"177,934","1,409.00",30.33,"1,439.33"
Kansas,20179,Sheridan,Hoxie,+39.350543°,–100.441206°,100.441206°,"2,556","2,320.52",0.647,"2,321.17"
Kansas,20181,Sherman,Goodland,+39.351352°,–101.719859°,101.719859°,"6,010","2,735.20",0.548,"2,735.75"
Kansas,20183,Smith,Smith Center,+39.784660°,–98.785430°,98.785430°,"3,853","2,319.24",3.884,"2,323.13"
Kansas,20185,Stafford,St. John,+38.035630°,–98.719889°,98.719889°,"4,437","2,051.39",7.435,"2,058.83"
Kansas,20187,Stanton,Johnson City,+37.565932°,–101.789383°,101.789383°,"2,235","1,762.09",0.18,"1,762.27"
Kansas,20189,Stevens,Hugoton,+37.202356°,–101.315796°,101.315796°,"5,724","1,883.68",0.465,"1,884.14"
Kansas,20191,Sumner,Wellington,+37.236663°,–97.493349°,97.493349°,"24,132","3,061.21",7.806,"3,069.02"
Kansas,20193,Thomas,Colby,+39.357706°,–101.083439°,101.083439°,"7,900","2,783.43",0.288,"2,783.71"
Kansas,20195,Trego,WaKeeney,+38.921302°,–99.865423°,99.865423°,"3,001","2,303.74",26.282,"2,330.02"
Kansas,20197,Wabaunsee,Alma,+38.955154°,–96.201262°,96.201262°,"7,053","2,057.23",13.775,"2,071.01"
Kansas,20199,Wallace,Sharon Springs,+38.926626°,–101.771103°,101.771103°,"1,485","2,366.35",0.141,"2,366.49"
Kansas,20201,Washington,Washington,+39.776714°,–97.095611°,97.095611°,"5,799","2,317.41",10.14,"2,327.55"
Kansas,20203,Wichita,Leoti,+38.481922°,–101.347434°,101.347434°,"2,234","1,861.08",0.062,"1,861.14"
Kansas,20205,Wilson,Fredonia,+37.558515°,–95.745175°,95.745175°,"9,409","1,477.38",12.057,"1,489.43"
Kansas,20207,Woodson,Yates Center,+37.888484°,–95.757553°,95.757553°,"3,309","1,289.35",19.252,"1,308.60"
Kansas,20209,Wyandotte,Kansas City,+39.115384°,–94.763087°,94.763087°,"157,505",392.642,11.895,404.538
Kentucky,21001,Adair,Columbia,+37.105541°,–85.281401°,85.281401°,"18,656","1,049.68",18.432,"1,068.11"
Kentucky,21003,Allen,Scottsville,+36.750770°,–86.192458°,86.192458°,"19,956",891.83,19.493,911.323
Kentucky,21005,Anderson,Lawrenceburg,+38.005396°,–84.986417°,84.986417°,"21,421",522.742,6.315,529.057
Kentucky,21007,Ballard,Wickliffe,+37.051120°,–89.009178°,89.009178°,"8,249",638.844,70.009,708.853
Kentucky,21009,Barren,Glasgow,+36.963614°,–85.924990°,85.924990°,"42,173","1,262.73",32.267,"1,294.99"
Kentucky,21011,Bath,Owingsville,+38.152249°,–83.737641°,83.737641°,"11,591",722.068,13.5,735.568
Kentucky,21013,Bell,Pineville,+36.722680°,–83.681046°,83.681046°,"28,691",929.807,5.481,935.288
Kentucky,21015,Boone,Burlington,+38.974595°,–84.731444°,84.731444°,"118,811",638.067,26.172,664.239
Kentucky,21017,Bourbon,Paris,+38.202562°,–84.209860°,84.209860°,"19,985",750.37,4.851,755.22
Kentucky,21019,Boyd,Catlettsburg,+38.360004°,–82.681406°,82.681406°,"49,542",414.046,5.589,419.635
Kentucky,21021,Boyle,Danville,+37.618200°,–84.873016°,84.873016°,"28,432",466.635,6.458,473.093
Kentucky,21023,Bracken,Brooksville,+38.678523°,–84.100355°,84.100355°,"8,488",532.533,8.637,541.17
Kentucky,21025,Breathitt,Jackson,+37.521178°,–83.322401°,83.322401°,"13,878","1,275.34",7.392,"1,282.74"
Kentucky,21027,Breckinridge,Hardinsburg,+37.778109°,–86.432829°,86.432829°,"20,059","1,468.97",47.782,"1,516.75"
Kentucky,21029,Bullitt,Shepherdsville,+37.969572°,–85.703036°,85.703036°,"74,319",769.288,8.394,777.682
Kentucky,21031,Butler,Morgantown,+37.207013°,–86.682471°,86.682471°,"12,690","1,103.56",13.948,"1,117.51"
Kentucky,21033,Caldwell,Princeton,+37.148643°,–87.870510°,87.870510°,"12,984",893.005,8.703,901.707
Kentucky,21035,Calloway,Murray,+36.620978°,–88.274086°,88.274086°,"37,191",997.201,66.498,"1,063.70"
Kentucky,21037,Campbell,"Alexandria, Newport",+38.946981°,–84.379583°,84.379583°,"90,336",391.887,21.01,412.897
Kentucky,21039,Carlisle,Bardwell,+36.857726°,–88.975757°,88.975757°,"5,104",490.632,24.723,515.355
Kentucky,21041,Carroll,Carrollton,+38.668284°,–85.124083°,85.124083°,"10,811",332.993,22.651,355.644
Kentucky,21043,Carter,Grayson,+38.309555°,–83.048821°,83.048821°,"27,720","1,060.59",6.801,"1,067.39"
Kentucky,21045,Casey,Liberty,+37.321962°,–84.928220°,84.928220°,"15,955","1,150.55",3.901,"1,154.45"
Kentucky,21047,Christian,Hopkinsville,+36.893388°,–87.493554°,87.493554°,"73,955","1,858.32",16.936,"1,875.26"
Kentucky,21049,Clark,Winchester,+37.970133°,–84.144974°,84.144974°,"35,613",653.877,6.974,660.851
Kentucky,21051,Clay,Manchester,+37.164466°,–83.710763°,83.710763°,"21,730","1,215.35",4.763,"1,220.11"
Kentucky,21053,Clinton,Albany,+36.729124°,–85.153499°,85.153499°,"10,272",510.864,21.164,532.028
Kentucky,21055,Crittenden,Marion,+37.358149°,–88.105010°,88.105010°,"9,315",932.271,28.979,961.25
Kentucky,21057,Cumberland,Burkesville,+36.784227°,–85.393499°,85.393499°,"6,856",790.417,14.83,805.247
Kentucky,21059,Daviess,Owensboro,+37.731671°,–87.087139°,87.087139°,"96,656","1,187.11",47.211,"1,234.32"
Kentucky,21061,Edmonson,Brownsville,+37.227856°,–86.217778°,86.217778°,"12,161",784.464,13.262,797.726
Kentucky,21063,Elliott,Sandy Hook,+38.116425°,–83.097541°,83.097541°,"7,852",606.874,2.611,609.484
Kentucky,21065,Estill,Irvine,+37.692460°,–83.963927°,83.963927°,"14,672",655.469,6.558,662.027
Kentucky,21067,Fayette,Lexington,+38.040157°,–84.458443°,84.458443°,"295,803",734.649,4.923,739.571
Kentucky,21069,Fleming,Flemingsburg,+38.368431°,–83.706152°,83.706152°,"14,348",902.72,7.185,909.905
Kentucky,21071,Floyd,Prestonsburg,+37.558283°,–82.740337°,82.740337°,"39,451","1,018.76",6.114,"1,024.87"
Kentucky,21073,Franklin,Frankfort,+38.234919°,–84.868786°,84.868786°,"49,285",538.061,11.037,549.099
Kentucky,21075,Fulton,Hickman,+36.552620°,–89.187723°,89.187723°,"6,813",532.252,65.047,597.299
Kentucky,21077,Gallatin,Warsaw,+38.760184°,–84.862114°,84.862114°,"8,589",262.195,9.023,271.218
Kentucky,21079,Garrard,Lancaster,+37.630162°,–84.545856°,84.545856°,"16,912",595.897,10.019,605.916
Kentucky,21081,Grant,Williamstown,+38.649210°,–84.625946°,84.625946°,"24,662",668.125,7.255,675.38
Kentucky,21083,Graves,Mayfield,+36.723344°,–88.649897°,88.649897°,"37,121","1,429.01",13.067,"1,442.07"
Kentucky,21085,Grayson,Leitchfield,+37.458577°,–86.344011°,86.344011°,"25,746","1,286.44",37.122,"1,323.56"
Kentucky,21087,Green,Greensburg,+37.269637°,–85.561403°,85.561403°,"11,258",740.825,7.136,747.961
Kentucky,21089,Greenup,Greenup,+38.563596°,–82.933833°,82.933833°,"36,910",891.983,26.036,918.02
Kentucky,21091,Hancock,Hawesville,+37.843389°,–86.792773°,86.792773°,"8,565",486.017,29.096,515.114
Kentucky,21093,Hardin,Elizabethtown,+37.695836°,–85.963183°,85.963183°,"105,543","1,614.28",17.763,"1,632.05"
Kentucky,21095,Harlan,Harlan,+36.859223°,–83.221497°,83.221497°,"29,278","1,206.49",6.016,"1,212.50"
Kentucky,21097,Harrison,Cynthiana,+38.443489°,–84.332796°,84.332796°,"18,846",793.479,9.059,802.538
Kentucky,21099,Hart,Munfordville,+37.313856°,–85.881995°,85.881995°,"18,199","1,067.30",14.929,"1,082.23"
Kentucky,21101,Henderson,Henderson,+37.792542°,–87.572577°,87.572577°,"46,250","1,130.97",76.691,"1,207.66"
Kentucky,21103,Henry,New Castle,+38.451561°,–85.120079°,85.120079°,"15,416",741.45,12.553,754.003
Kentucky,21105,Hickman,Clinton,+36.675916°,–88.972020°,88.972020°,"4,902",627.488,27.882,655.37
Kentucky,21107,Hopkins,Madisonville,+37.311070°,–87.542196°,87.542196°,"46,920","1,403.76",32.168,"1,435.93"
Kentucky,21109,Jackson,McKee,+37.403320°,–84.020686°,84.020686°,"13,494",894.065,3.398,897.463
Kentucky,21111,Jefferson,Louisville,+38.189533°,–85.657624°,85.657624°,"741,096",985.274,44.719,"1,029.99"
Kentucky,21113,Jessamine,Nicholasville,+37.873291°,–84.583960°,84.583960°,"48,586",445.777,6.176,451.954
Kentucky,21115,Johnson,Paintsville,+37.849260°,–82.830639°,82.830639°,"23,356",678.456,5.651,684.107
Kentucky,21117,Kenton,"Covington, Independence",+38.930477°,–84.533492°,84.533492°,"159,720",415.045,10.611,425.656
Kentucky,21119,Knott,Hindman,+37.354703°,–82.949138°,82.949138°,"16,346",910.427,3.454,913.881
Kentucky,21121,Knox,Barbourville,+36.887476°,–83.855630°,83.855630°,"31,883","1,000.51",3.758,"1,004.26"
Kentucky,21123,Larue,Hodgenville,+37.545518°,–85.697209°,85.697209°,"14,193",677.332,5.463,682.794
Kentucky,21125,Laurel,London,+37.113268°,–84.119395°,84.119395°,"58,849","1,123.93",25.232,"1,149.16"
Kentucky,21127,Lawrence,Louisa,+38.074459°,–82.738305°,82.738305°,"15,860","1,076.39",11.585,"1,087.97"
Kentucky,21129,Lee,Beattyville,+37.605383°,–83.718497°,83.718497°,"7,887",540.938,6.215,547.153
Kentucky,21131,Leslie,Hyden,+37.087846°,–83.388616°,83.388616°,"11,310","1,038.18",9.331,"1,047.51"
Kentucky,21133,Letcher,Whitesburg,+37.118503°,–82.861175°,82.861175°,"24,519",875.193,2.899,878.091
Kentucky,21135,Lewis,Vanceburg,+38.532051°,–83.373303°,83.373303°,"13,870","1,250.54",32.493,"1,283.03"
Kentucky,21137,Lincoln,Stanford,+37.457257°,–84.658074°,84.658074°,"24,742",865.301,6.426,871.727
